Year,Month,Day,water_year,water_month,water_day,model,flow,rcp
1983,10,26,1984,1,26,CNRM-CM5,78796.52,4.5
1984,1,13,1984,4,105,CCSM4,472380.44,4.5
1984,1,29,1984,4,121,MIROC5,52130.75,4.5
1984,2,10,1984,5,133,CMCC-CMS,634990.33,4.5
1984,2,21,1984,5,144,CESM1-BGC,798963.43,4.5
1984,2,21,1984,5,144,HadGEM2-ES,575868.66,4.5
1984,2,22,1984,5,145,GFDL-CM3,96503.11,4.5
1984,3,27,1984,6,179,CanESM2,245982,4.5
1984,5,10,1984,8,223,HadGEM2-CC,127750.86,4.5
1984,6,4,1984,9,248,ACCESS1-0,287373.96,4.5
1987,11,25,1988,2,56,CESM1-BGC,212411.72,4.5
1987,12,19,1988,3,80,CanESM2,451544.6,4.5
1988,1,14,1988,4,106,HadGEM2-CC,187126.01,4.5
1988,1,17,1988,4,109,CCSM4,687090.58,4.5
1988,1,19,1988,4,111,GFDL-CM3,249329.21,4.5
1988,1,21,1988,4,113,HadGEM2-ES,759176.08,4.5
1988,1,24,1988,4,116,CMCC-CMS,114080.54,4.5
1988,1,25,1988,4,117,ACCESS1-0,92053.71,4.5
1988,1,30,1988,4,122,CNRM-CM5,131841.63,4.5
1988,2,22,1988,5,145,MIROC5,129482.59,4.5
1992,1,11,1992,4,103,GFDL-CM3,639253.6,4.5
1992,1,14,1992,4,106,HadGEM2-ES,268319.16,4.5
1992,2,1,1992,5,124,CCSM4,734693.47,4.5
1992,2,5,1992,5,128,MIROC5,480137.47,4.5
1992,2,8,1992,5,131,HadGEM2-CC,433472.4,4.5
1992,2,26,1992,5,149,CMCC-CMS,550344.87,4.5
1992,3,3,1992,6,155,CESM1-BGC,369714.8,4.5
1992,4,7,1992,7,190,CNRM-CM5,250409.76,4.5
1992,4,14,1992,7,197,ACCESS1-0,211261.12,4.5
1992,5,25,1992,8,238,CanESM2,317488.38,4.5
1996,1,23,1996,4,115,HadGEM2-ES,215773.3,4.5
1996,1,27,1996,4,119,CESM1-BGC,121302.87,4.5
1996,2,4,1996,5,127,ACCESS1-0,155529.12,4.5
1996,2,12,1996,5,135,MIROC5,103684.57,4.5
1996,2,15,1996,5,138,CMCC-CMS,470505.67,4.5
1996,3,7,1996,6,159,HadGEM2-CC,662559.83,4.5
1996,3,10,1996,6,162,CCSM4,410513.63,4.5
1996,3,17,1996,6,169,CanESM2,724518.78,4.5
1996,4,12,1996,7,195,GFDL-CM3,226525.2,4.5
1996,4,26,1996,7,209,CNRM-CM5,532435.07,4.5
1999,12,13,2000,3,74,CCSM4,251683.13,4.5
2000,1,17,2000,4,109,CESM1-BGC,733771.36,4.5
2000,2,2,2000,5,125,CanESM2,546725.32,4.5
2000,2,3,2000,5,126,GFDL-CM3,112857.6,4.5
2000,2,6,2000,5,129,MIROC5,190467.48,4.5
2000,2,9,2000,5,132,HadGEM2-CC,246891.98,4.5
2000,2,11,2000,5,134,ACCESS1-0,365358.45,4.5
2000,3,5,2000,6,157,HadGEM2-ES,246801.63,4.5
2000,3,13,2000,6,165,CMCC-CMS,108175.13,4.5
2000,5,7,2000,8,220,CNRM-CM5,159511.38,4.5
2003,12,14,2004,3,75,HadGEM2-ES,72020.01,4.5
2004,1,26,2004,4,118,GFDL-CM3,180770.62,4.5
2004,2,1,2004,5,124,HadGEM2-CC,872143.52,4.5
2004,2,3,2004,5,126,CNRM-CM5,526335.15,4.5
2004,2,19,2004,5,142,MIROC5,522700.56,4.5
2004,2,26,2004,5,149,CCSM4,278227.74,4.5
2004,3,6,2004,6,158,CMCC-CMS,756704.62,4.5
2004,3,18,2004,6,170,CanESM2,199322.11,4.5
2004,4,10,2004,7,193,ACCESS1-0,103803.92,4.5
2004,5,3,2004,8,216,CESM1-BGC,190368.2,4.5
2007,12,17,2008,3,78,HadGEM2-CC,608453.08,4.5
2008,1,20,2008,4,112,GFDL-CM3,745565.43,4.5
2008,2,2,2008,5,125,CanESM2,274078.94,4.5
2008,2,18,2008,5,141,CMCC-CMS,84570.22,4.5
2008,3,9,2008,6,161,MIROC5,416917.02,4.5
2008,3,22,2008,6,174,CNRM-CM5,507576.38,4.5
2008,4,3,2008,7,186,CCSM4,438121.29,4.5
2008,4,3,2008,7,186,CESM1-BGC,182543.6,4.5
2008,5,1,2008,8,214,HadGEM2-ES,244614.51,4.5
2008,5,2,2008,8,215,ACCESS1-0,105202.98,4.5
2011,11,17,2012,2,48,ACCESS1-0,74433.63,4.5
2011,12,24,2012,3,85,CanESM2,161411.19,4.5
2011,12,27,2012,3,88,CCSM4,104055.73,4.5
2012,1,21,2012,4,113,CNRM-CM5,438045.4,4.5
2012,2,7,2012,5,130,GFDL-CM3,730583.03,4.5
2012,2,9,2012,5,132,CESM1-BGC,694534.28,4.5
2012,2,11,2012,5,134,MIROC5,254536.44,4.5
2012,2,27,2012,5,150,HadGEM2-ES,362672.57,4.5
2012,3,23,2012,6,175,CMCC-CMS,79913.42,4.5
2012,4,1,2012,7,184,HadGEM2-CC,114857.84,4.5
2015,12,16,2016,3,77,MIROC5,708586.26,4.5
2016,1,11,2016,4,103,CanESM2,938597.99,4.5
2016,1,23,2016,4,115,CNRM-CM5,389962.43,4.5
2016,2,5,2016,5,128,CESM1-BGC,439861.92,4.5
2016,2,9,2016,5,132,HadGEM2-CC,326082.69,4.5
2016,2,20,2016,5,143,GFDL-CM3,518840.8,4.5
2016,3,2,2016,6,154,HadGEM2-ES,323626.04,4.5
2016,4,3,2016,7,186,CCSM4,87922.34,4.5
2016,4,16,2016,7,199,ACCESS1-0,200697.13,4.5
2016,6,15,2016,9,259,CMCC-CMS,72548.91,4.5
2020,1,9,2020,4,101,CNRM-CM5,527383.02,4.5
2020,2,4,2020,5,127,MIROC5,712642.13,4.5
2020,3,1,2020,6,153,GFDL-CM3,533924.33,4.5
2020,3,3,2020,6,155,CCSM4,210686.7,4.5
2020,3,3,2020,6,155,CESM1-BGC,768917.98,4.5
2020,3,3,2020,6,155,CMCC-CMS,703277.12,4.5
2020,3,5,2020,6,157,CanESM2,309160.84,4.5
2020,3,30,2020,6,182,HadGEM2-ES,438391.68,4.5
2020,4,7,2020,7,190,HadGEM2-CC,140431.14,4.5
2020,6,6,2020,9,250,ACCESS1-0,62911.53,4.5
2023,12,17,2024,3,78,CMCC-CMS,610157.09,4.5
2023,12,28,2024,3,89,ACCESS1-0,471802.19,4.5
2024,1,11,2024,4,103,HadGEM2-ES,135693.94,4.5
2024,2,13,2024,5,136,CNRM-CM5,848259.2,4.5
2024,2,14,2024,5,137,CanESM2,377805.51,4.5
2024,2,28,2024,5,151,HadGEM2-CC,137832.53,4.5
2024,3,2,2024,6,154,CCSM4,203576.05,4.5
2024,3,24,2024,6,176,MIROC5,210368.58,4.5
2024,4,2,2024,7,185,CESM1-BGC,171560.73,4.5
2024,4,4,2024,7,187,GFDL-CM3,111564.34,4.5
2028,1,24,2028,4,116,CanESM2,462872.29,4.5
2028,2,14,2028,5,137,CNRM-CM5,488913.08,4.5
2028,2,18,2028,5,141,GFDL-CM3,490601.12,4.5
2028,2,26,2028,5,149,CMCC-CMS,317253.1,4.5
2028,3,9,2028,6,161,HadGEM2-CC,227727.76,4.5
2028,3,10,2028,6,162,ACCESS1-0,228833.17,4.5
2028,4,3,2028,7,186,MIROC5,337898.72,4.5
2028,4,12,2028,7,195,CCSM4,183287.59,4.5
2028,4,13,2028,7,196,HadGEM2-ES,227177.28,4.5
2028,5,8,2028,8,221,CESM1-BGC,210512.3,4.5
2031,12,10,2032,3,71,MIROC5,815487.89,4.5
2032,1,6,2032,4,98,ACCESS1-0,356920.8,4.5
2032,1,10,2032,4,102,GFDL-CM3,93334.47,4.5
2032,1,28,2032,4,120,CNRM-CM5,832207.31,4.5
2032,2,12,2032,5,135,CanESM2,396398.58,4.5
2032,2,20,2032,5,143,HadGEM2-ES,356435.46,4.5
2032,2,22,2032,5,145,CCSM4,594733.19,4.5
2032,3,4,2032,6,156,CMCC-CMS,604047.82,4.5
2032,3,7,2032,6,159,CESM1-BGC,435233.96,4.5
2032,4,3,2032,7,186,HadGEM2-CC,153520.75,4.5
2035,11,19,2036,2,50,CCSM4,100650.05,4.5
2035,12,21,2036,3,82,CMCC-CMS,298688.23,4.5
2035,12,31,2036,3,92,CNRM-CM5,1139499,4.5
2036,1,7,2036,4,99,GFDL-CM3,1063477.79,4.5
2036,2,2,2036,5,125,MIROC5,771976.56,4.5
2036,2,15,2036,5,138,CanESM2,212236.87,4.5
2036,2,15,2036,5,138,HadGEM2-ES,656543.45,4.5
2036,2,16,2036,5,139,HadGEM2-CC,108004.52,4.5
2036,3,2,2036,6,154,ACCESS1-0,234449.76,4.5
2036,3,5,2036,6,157,CESM1-BGC,649444.75,4.5
2039,11,28,2040,2,59,ACCESS1-0,103449.54,4.5
2039,12,26,2040,3,87,CNRM-CM5,118047.64,4.5
2040,3,9,2040,6,161,CMCC-CMS,148539.78,4.5
2040,3,14,2040,6,166,CanESM2,546293.92,4.5
2040,3,26,2040,6,178,GFDL-CM3,101811.53,4.5
2040,3,28,2040,6,180,CESM1-BGC,170458.91,4.5
2040,4,2,2040,7,185,MIROC5,466432.32,4.5
2040,4,19,2040,7,202,HadGEM2-CC,379758.05,4.5
2040,5,2,2040,8,215,CCSM4,171253.75,4.5
2040,7,26,2040,10,300,HadGEM2-ES,58379.28,4.5
2044,1,24,2044,4,116,MIROC5,1268192.46,4.5
2044,1,29,2044,4,121,GFDL-CM3,370632.33,4.5
2044,2,4,2044,5,127,CNRM-CM5,343174.73,4.5
2044,2,8,2044,5,131,CCSM4,109967.21,4.5
2044,2,20,2044,5,143,HadGEM2-ES,115965.45,4.5
2044,3,1,2044,6,153,ACCESS1-0,331565.68,4.5
2044,3,5,2044,6,157,CMCC-CMS,672255.63,4.5
2044,3,18,2044,6,170,HadGEM2-CC,230472.71,4.5
2044,3,21,2044,6,173,CanESM2,219090.53,4.5
2044,3,24,2044,6,176,CESM1-BGC,266130.95,4.5
2048,1,9,2048,4,101,HadGEM2-ES,58079.32,4.5
2048,2,14,2048,5,137,CNRM-CM5,951112.2,4.5
2048,2,14,2048,5,137,HadGEM2-CC,734567.7,4.5
2048,2,26,2048,5,149,CESM1-BGC,123262.36,4.5
2048,3,2,2048,6,154,CCSM4,484326.11,4.5
2048,3,6,2048,6,158,CMCC-CMS,91467.23,4.5
2048,3,20,2048,6,172,MIROC5,569740.27,4.5
2048,3,22,2048,6,174,GFDL-CM3,268910.26,4.5
2048,4,1,2048,7,184,CanESM2,218301.83,4.5
2048,4,13,2048,7,196,ACCESS1-0,663497.03,4.5
2052,1,6,2052,4,98,HadGEM2-CC,870446.32,4.5
2052,1,9,2052,4,101,MIROC5,170800.47,4.5
2052,1,15,2052,4,107,CESM1-BGC,173573.8,4.5
2052,1,23,2052,4,115,CNRM-CM5,666842.34,4.5
2052,1,27,2052,4,119,GFDL-CM3,496372.89,4.5
2052,2,10,2052,5,133,ACCESS1-0,620900.87,4.5
2052,3,4,2052,6,156,CanESM2,135175.53,4.5
2052,4,6,2052,7,189,CCSM4,170309.45,4.5
2052,5,2,2052,8,215,HadGEM2-ES,477323.83,4.5
2052,6,5,2052,9,249,CMCC-CMS,69000.65,4.5
2055,12,24,2056,3,85,CCSM4,70975.16,4.5
2055,12,29,2056,3,90,CNRM-CM5,937004.14,4.5
2056,1,17,2056,4,109,CESM1-BGC,674038.02,4.5
2056,1,21,2056,4,113,HadGEM2-CC,695879.84,4.5
2056,2,2,2056,5,125,CMCC-CMS,475361.06,4.5
2056,2,23,2056,5,146,HadGEM2-ES,109728.96,4.5
2056,2,27,2056,5,150,ACCESS1-0,541265.32,4.5
2056,3,11,2056,6,163,MIROC5,145735.57,4.5
2056,3,13,2056,6,165,GFDL-CM3,481305.62,4.5
2056,6,14,2056,9,258,CanESM2,84910.42,4.5
2060,1,6,2060,4,98,CNRM-CM5,1089331.72,4.5
2060,1,19,2060,4,111,ACCESS1-0,740810.46,4.5
2060,1,28,2060,4,120,CanESM2,1037123.08,4.5
2060,1,30,2060,4,122,HadGEM2-CC,196584.66,4.5
2060,2,29,2060,5,152,CCSM4,1000703.3,4.5
2060,3,5,2060,6,157,HadGEM2-ES,327926.82,4.5
2060,3,25,2060,6,177,CMCC-CMS,313498.13,4.5
2060,4,1,2060,7,184,MIROC5,143044.64,4.5
2060,4,3,2060,7,186,CESM1-BGC,120723.89,4.5
2060,4,24,2060,7,207,GFDL-CM3,167280.32,4.5
2063,12,29,2064,3,90,MIROC5,374944.53,4.5
2064,1,18,2064,4,110,CanESM2,680107.06,4.5
2064,2,25,2064,5,148,CNRM-CM5,443377.39,4.5
2064,3,2,2064,6,154,CESM1-BGC,453598.83,4.5
2064,3,2,2064,6,154,HadGEM2-CC,145734.19,4.5
2064,3,4,2064,6,156,ACCESS1-0,581968.65,4.5
2064,3,10,2064,6,162,GFDL-CM3,589311.98,4.5
2064,3,16,2064,6,168,CMCC-CMS,454513.3,4.5
2064,3,22,2064,6,174,HadGEM2-ES,104983.99,4.5
2064,3,27,2064,6,179,CCSM4,109058.55,4.5
2067,12,18,2068,3,79,MIROC5,1102663.26,4.5
2068,1,10,2068,4,102,GFDL-CM3,423094.72,4.5
2068,1,25,2068,4,117,HadGEM2-CC,448853.45,4.5
2068,1,29,2068,4,121,HadGEM2-ES,362563.94,4.5
2068,2,5,2068,5,128,CCSM4,506642.78,4.5
2068,2,12,2068,5,135,CanESM2,800064.77,4.5
2068,2,22,2068,5,145,ACCESS1-0,646240.09,4.5
2068,2,27,2068,5,150,CMCC-CMS,247532.65,4.5
2068,3,2,2068,6,154,CNRM-CM5,466287.26,4.5
2068,3,12,2068,6,164,CESM1-BGC,700293.46,4.5
2071,12,14,2072,3,75,CMCC-CMS,602788.92,4.5
2071,12,16,2072,3,77,HadGEM2-CC,61664.34,4.5
2071,12,28,2072,3,89,GFDL-CM3,67682.58,4.5
2072,1,11,2072,4,103,MIROC5,549982.53,4.5
2072,2,17,2072,5,140,ACCESS1-0,612786.57,4.5
2072,2,19,2072,5,142,CESM1-BGC,165540.77,4.5
2072,3,3,2072,6,155,CCSM4,80039.92,4.5
2072,3,24,2072,6,176,HadGEM2-ES,102491,4.5
2072,4,3,2072,7,186,CNRM-CM5,110310.99,4.5
2072,5,8,2072,8,221,CanESM2,102663.51,4.5
2075,12,27,2076,3,88,CNRM-CM5,554186.72,4.5
2076,1,11,2076,4,103,HadGEM2-ES,751778.94,4.5
2076,1,24,2076,4,116,CESM1-BGC,119912.55,4.5
2076,2,2,2076,5,125,ACCESS1-0,508187.14,4.5
2076,2,5,2076,5,128,CCSM4,215474.14,4.5
2076,2,19,2076,5,142,CanESM2,621417.76,4.5
2076,3,21,2076,6,173,CMCC-CMS,359942.51,4.5
2076,3,21,2076,6,173,MIROC5,118782.84,4.5
2076,3,23,2076,6,175,GFDL-CM3,255094.87,4.5
2076,4,14,2076,7,197,HadGEM2-CC,546886.36,4.5
2080,1,11,2080,4,103,CMCC-CMS,133183.73,4.5
2080,1,16,2080,4,108,CCSM4,459083.91,4.5
2080,2,15,2080,5,138,CNRM-CM5,819538.85,4.5
2080,3,2,2080,6,154,HadGEM2-CC,353654.97,4.5
2080,3,3,2080,6,155,MIROC5,411156.63,4.5
2080,3,8,2080,6,160,HadGEM2-ES,621117.12,4.5
2080,3,11,2080,6,163,ACCESS1-0,414558.88,4.5
2080,3,11,2080,6,163,CanESM2,927887.73,4.5
2080,3,24,2080,6,176,CESM1-BGC,516107.74,4.5
2080,4,2,2080,7,185,GFDL-CM3,229851.63,4.5
2084,1,14,2084,4,106,CESM1-BGC,697819.88,4.5
2084,1,16,2084,4,108,CNRM-CM5,1332856.14,4.5
2084,1,22,2084,4,114,HadGEM2-CC,318372.26,4.5
2084,1,27,2084,4,119,GFDL-CM3,255262.8,4.5
2084,2,3,2084,5,126,CMCC-CMS,525524.33,4.5
2084,2,6,2084,5,129,CanESM2,886831.64,4.5
2084,2,11,2084,5,134,HadGEM2-ES,106492.38,4.5
2084,2,23,2084,5,146,ACCESS1-0,240880.56,4.5
2084,3,14,2084,6,166,CCSM4,334706.91,4.5
2084,3,23,2084,6,175,MIROC5,232675.68,4.5
2088,1,21,2088,4,113,MIROC5,151942.22,4.5
2088,1,22,2088,4,114,CNRM-CM5,743342.07,4.5
2088,2,5,2088,5,128,GFDL-CM3,805490.07,4.5
2088,2,13,2088,5,136,HadGEM2-CC,695058.65,4.5
2088,2,20,2088,5,143,CanESM2,745450.18,4.5
2088,2,23,2088,5,146,ACCESS1-0,144820.09,4.5
2088,2,23,2088,5,146,CMCC-CMS,256630.85,4.5
2088,3,10,2088,6,162,CCSM4,798156.01,4.5
2088,3,14,2088,6,166,CESM1-BGC,288057.26,4.5
2088,4,12,2088,7,195,HadGEM2-ES,625916.18,4.5
2092,1,10,2092,4,102,CanESM2,91819.92,4.5
2092,1,17,2092,4,109,CESM1-BGC,1419940.29,4.5
2092,1,25,2092,4,117,CMCC-CMS,317908.88,4.5
2092,1,27,2092,4,119,GFDL-CM3,381390.94,4.5
2092,2,3,2092,5,126,HadGEM2-CC,581842.84,4.5
2092,2,16,2092,5,139,CCSM4,490811.56,4.5
2092,3,16,2092,6,168,MIROC5,482076.21,4.5
2092,4,4,2092,7,187,ACCESS1-0,120911.32,4.5
2092,4,14,2092,7,197,CNRM-CM5,449226.6,4.5
2092,8,6,2092,11,311,HadGEM2-ES,66744.61,4.5
2096,1,18,2096,4,110,GFDL-CM3,704258.07,4.5
2096,1,19,2096,4,111,HadGEM2-ES,119902.4,4.5
2096,1,26,2096,4,118,CNRM-CM5,812067.79,4.5
2096,1,30,2096,4,122,MIROC5,124959.37,4.5
2096,2,1,2096,5,124,CESM1-BGC,904953.88,4.5
2096,2,26,2096,5,149,CCSM4,878936.26,4.5
2096,3,3,2096,6,155,CanESM2,131441.56,4.5
2096,3,6,2096,6,158,HadGEM2-CC,117936.27,4.5
2096,3,10,2096,6,162,ACCESS1-0,288193.3,4.5
2096,4,4,2096,7,187,CMCC-CMS,203638.01,4.5
1981,1,5,1981,4,97,GFDL-CM3,590721.22,4.5
1981,1,8,1981,4,100,ACCESS1-0,174000.64,4.5
1981,1,10,1981,4,102,CanESM2,456263.02,4.5
1981,2,7,1981,5,130,CESM1-BGC,1146400.29,4.5
1981,2,25,1981,5,148,CCSM4,177478.01,4.5
1981,2,27,1981,5,150,MIROC5,808764.64,4.5
1981,3,2,1981,6,153,CMCC-CMS,695592.8,4.5
1981,3,5,1981,6,156,HadGEM2-ES,419359.35,4.5
1981,3,6,1981,6,157,HadGEM2-CC,237221.92,4.5
1981,5,25,1981,8,237,CNRM-CM5,250563.14,4.5
1981,12,7,1982,3,68,MIROC5,340791.25,4.5
1981,12,17,1982,3,78,CCSM4,275678.18,4.5
1981,12,28,1982,3,89,CMCC-CMS,61262.88,4.5
1982,1,4,1982,4,96,CanESM2,457468.78,4.5
1982,1,30,1982,4,122,HadGEM2-CC,165588.87,4.5
1982,2,13,1982,5,136,HadGEM2-ES,223539.43,4.5
1982,3,1,1982,6,152,CESM1-BGC,966295.37,4.5
1982,3,3,1982,6,154,CNRM-CM5,772548.85,4.5
1982,3,6,1982,6,157,GFDL-CM3,214937.25,4.5
1982,3,31,1982,6,182,ACCESS1-0,378037.49,4.5
1982,12,8,1983,3,69,CNRM-CM5,157725.64,4.5
1983,1,6,1983,4,98,CCSM4,312864.04,4.5
1983,1,7,1983,4,99,CMCC-CMS,305283.57,4.5
1983,1,12,1983,4,104,MIROC5,119542.52,4.5
1983,1,13,1983,4,105,ACCESS1-0,295393.87,4.5
1983,1,22,1983,4,114,HadGEM2-ES,237159.5,4.5
1983,2,6,1983,5,129,GFDL-CM3,357902.22,4.5
1983,2,8,1983,5,131,CESM1-BGC,635535.32,4.5
1983,2,26,1983,5,149,CanESM2,285800.74,4.5
1983,5,4,1983,8,216,HadGEM2-CC,222221.52,4.5
1985,1,6,1985,4,98,CMCC-CMS,167658.19,4.5
1985,2,5,1985,5,128,CNRM-CM5,1299767.78,4.5
1985,2,5,1985,5,128,MIROC5,1194483.24,4.5
1985,2,16,1985,5,139,CanESM2,592914.03,4.5
1985,2,26,1985,5,149,HadGEM2-CC,691331.53,4.5
1985,3,22,1985,6,173,GFDL-CM3,394282.59,4.5
1985,4,6,1985,7,188,ACCESS1-0,192958.08,4.5
1985,4,14,1985,7,196,CCSM4,103903.5,4.5
1985,5,3,1985,8,215,CESM1-BGC,162671.29,4.5
1985,5,4,1985,8,216,HadGEM2-ES,541920.16,4.5
1985,12,3,1986,3,64,CESM1-BGC,85241.31,4.5
1986,1,14,1986,4,106,CNRM-CM5,183964.9,4.5
1986,1,28,1986,4,120,HadGEM2-ES,113395.64,4.5
1986,2,4,1986,5,127,HadGEM2-CC,717390.57,4.5
1986,2,5,1986,5,128,GFDL-CM3,650079.41,4.5
1986,2,21,1986,5,144,MIROC5,231745.72,4.5
1986,3,1,1986,6,152,CanESM2,527623.21,4.5
1986,3,2,1986,6,153,CCSM4,547270.12,4.5
1986,3,2,1986,6,153,CMCC-CMS,181358.89,4.5
1986,4,26,1986,7,208,ACCESS1-0,64563.52,4.5
1986,12,28,1987,3,89,CanESM2,136583.92,4.5
1987,1,10,1987,4,102,CCSM4,220437.25,4.5
1987,1,27,1987,4,119,CMCC-CMS,125039.09,4.5
1987,2,8,1987,5,131,CNRM-CM5,86744.32,4.5
1987,2,15,1987,5,138,ACCESS1-0,73315.45,4.5
1987,2,20,1987,5,143,CESM1-BGC,140113.82,4.5
1987,2,20,1987,5,143,HadGEM2-CC,339745.68,4.5
1987,3,14,1987,6,165,GFDL-CM3,162589.56,4.5
1987,3,17,1987,6,168,MIROC5,389382.22,4.5
1987,4,3,1987,7,185,HadGEM2-ES,331125.93,4.5
1988,12,7,1989,3,68,CNRM-CM5,288120.58,4.5
1989,1,17,1989,4,109,CMCC-CMS,425415.52,4.5
1989,1,18,1989,4,110,MIROC5,128934.06,4.5
1989,1,26,1989,4,118,HadGEM2-CC,129300.59,4.5
1989,2,8,1989,5,131,HadGEM2-ES,252168.79,4.5
1989,2,9,1989,5,132,ACCESS1-0,755702.69,4.5
1989,2,24,1989,5,147,CanESM2,578086.91,4.5
1989,3,10,1989,6,161,CCSM4,402668.02,4.5
1989,4,8,1989,7,190,CESM1-BGC,125334.66,4.5
1989,5,2,1989,8,214,GFDL-CM3,522877.52,4.5
1989,12,29,1990,3,90,MIROC5,122786.06,4.5
1990,1,17,1990,4,109,GFDL-CM3,229925.79,4.5
1990,1,27,1990,4,119,HadGEM2-ES,290545.09,4.5
1990,2,17,1990,5,140,CNRM-CM5,535051.75,4.5
1990,2,22,1990,5,145,CanESM2,1026822.18,4.5
1990,3,3,1990,6,154,CMCC-CMS,321367.29,4.5
1990,3,7,1990,6,158,ACCESS1-0,87643.07,4.5
1990,3,7,1990,6,158,CCSM4,277043.36,4.5
1990,4,3,1990,7,185,CESM1-BGC,144195.1,4.5
1990,4,3,1990,7,185,HadGEM2-CC,139877.9,4.5
1990,12,10,1991,3,71,HadGEM2-CC,660518.48,4.5
1991,1,21,1991,4,113,CanESM2,408572.23,4.5
1991,3,3,1991,6,154,GFDL-CM3,80910.97,4.5
1991,3,4,1991,6,155,CMCC-CMS,101505.06,4.5
1991,3,8,1991,6,159,ACCESS1-0,137323.67,4.5
1991,3,23,1991,6,174,CNRM-CM5,363944.26,4.5
1991,3,29,1991,6,180,CCSM4,408699.72,4.5
1991,4,6,1991,7,188,MIROC5,231772.56,4.5
1991,4,8,1991,7,190,HadGEM2-ES,195478.87,4.5
1991,4,25,1991,7,207,CESM1-BGC,228367.79,4.5
1992,12,24,1993,3,85,CCSM4,401288.79,4.5
1993,1,24,1993,4,116,MIROC5,482553.22,4.5
1993,1,31,1993,4,123,GFDL-CM3,148808.26,4.5
1993,2,18,1993,5,141,CESM1-BGC,536265.43,4.5
1993,3,3,1993,6,154,CMCC-CMS,690948.57,4.5
1993,3,15,1993,6,166,CNRM-CM5,188774.42,4.5
1993,3,28,1993,6,179,ACCESS1-0,188501.37,4.5
1993,4,25,1993,7,207,CanESM2,95584.51,4.5
1993,5,2,1993,8,214,HadGEM2-CC,331361.93,4.5
1993,6,6,1993,9,249,HadGEM2-ES,117077.18,4.5
1994,1,18,1994,4,110,GFDL-CM3,467437.62,4.5
1994,3,2,1994,6,153,HadGEM2-CC,263561.53,4.5
1994,3,3,1994,6,154,CNRM-CM5,389717.82,4.5
1994,3,9,1994,6,160,CMCC-CMS,490362.57,4.5
1994,3,16,1994,6,167,CanESM2,647893.68,4.5
1994,3,21,1994,6,172,HadGEM2-ES,263122.55,4.5
1994,4,2,1994,7,184,ACCESS1-0,257345.87,4.5
1994,4,7,1994,7,189,MIROC5,168247.85,4.5
1994,4,17,1994,7,199,CCSM4,200662.19,4.5
1994,5,2,1994,8,214,CESM1-BGC,247253.96,4.5
1994,12,8,1995,3,69,CanESM2,121997.74,4.5
1994,12,9,1995,3,70,CCSM4,425191.42,4.5
1994,12,12,1995,3,73,CESM1-BGC,520995.34,4.5
1995,1,11,1995,4,103,HadGEM2-ES,262519.08,4.5
1995,1,19,1995,4,111,CNRM-CM5,568955.17,4.5
1995,1,28,1995,4,120,HadGEM2-CC,576347.48,4.5
1995,2,14,1995,5,137,CMCC-CMS,268529.01,4.5
1995,2,16,1995,5,139,GFDL-CM3,650272.99,4.5
1995,4,2,1995,7,184,MIROC5,168997,4.5
1995,4,18,1995,7,200,ACCESS1-0,542297,4.5
1996,12,20,1997,3,81,MIROC5,486148.42,4.5
1997,1,13,1997,4,105,CESM1-BGC,490445.29,4.5
1997,2,5,1997,5,128,CanESM2,351180.39,4.5
1997,2,9,1997,5,132,CNRM-CM5,661339.47,4.5
1997,2,25,1997,5,148,GFDL-CM3,524637.01,4.5
1997,3,8,1997,6,159,HadGEM2-ES,293867.55,4.5
1997,3,14,1997,6,165,CMCC-CMS,467449.46,4.5
1997,3,26,1997,6,177,HadGEM2-CC,102451.87,4.5
1997,5,2,1997,8,214,CCSM4,232942.44,4.5
1997,5,3,1997,8,215,ACCESS1-0,143334.43,4.5
1997,12,27,1998,3,88,CanESM2,366211.5,4.5
1998,1,3,1998,4,95,CMCC-CMS,251533.65,4.5
1998,1,25,1998,4,117,CNRM-CM5,588834.08,4.5
1998,2,15,1998,5,138,ACCESS1-0,805134.44,4.5
1998,3,6,1998,6,157,HadGEM2-CC,577695.58,4.5
1998,3,6,1998,6,157,HadGEM2-ES,301687.88,4.5
1998,3,8,1998,6,159,CCSM4,297245.88,4.5
1998,3,17,1998,6,168,GFDL-CM3,169899.22,4.5
1998,4,1,1998,7,183,CESM1-BGC,259423.71,4.5
1998,8,4,1998,11,308,MIROC5,74053.52,4.5
1999,1,7,1999,4,99,ACCESS1-0,313616.19,4.5
1999,2,25,1999,5,148,GFDL-CM3,631175.9,4.5
1999,3,2,1999,6,153,CNRM-CM5,116683.75,4.5
1999,4,2,1999,7,184,HadGEM2-ES,147779.22,4.5
1999,4,3,1999,7,185,HadGEM2-CC,181834.73,4.5
1999,4,4,1999,7,186,CCSM4,115822.08,4.5
1999,4,4,1999,7,186,CanESM2,165226.96,4.5
1999,4,24,1999,7,206,MIROC5,121499.13,4.5
1999,4,28,1999,7,210,CESM1-BGC,345613.75,4.5
1999,5,26,1999,8,238,CMCC-CMS,59388.87,4.5
2001,1,31,2001,4,123,MIROC5,193752.81,4.5
2001,2,3,2001,5,126,CCSM4,751340.5,4.5
2001,2,17,2001,5,140,CanESM2,106791.97,4.5
2001,3,5,2001,6,156,HadGEM2-CC,146010.31,4.5
2001,3,6,2001,6,157,GFDL-CM3,402556.81,4.5
2001,3,26,2001,6,177,ACCESS1-0,321637.74,4.5
