Flow (cfs),Date,Excel Datenum,Year,Month,Day
34329,2/6/35 12:00 AM,49346,2035,2,6
84854,12/18/35 12:00 AM,49661,2035,12,18
285660,2/18/37 12:00 AM,50089,2037,2,18
214227,2/3/38 12:00 AM,50439,2038,2,3
34669,2/19/39 12:00 AM,50820,2039,2,19
226575,12/16/39 12:00 AM,51120,2039,12,16
261252,1/27/41 12:00 AM,51528,2041,1,27
231685,11/23/41 12:00 AM,51828,2041,11,23
100159,5/3/43 12:00 AM,52354,2043,5,3
66508,3/24/44 12:00 AM,52680,2044,3,24
223851,2/16/45 12:00 AM,53009,2045,2,16
214606,2/21/46 12:00 AM,53379,2046,2,21
303398,2/23/47 12:00 AM,53746,2047,2,23
108484,2/9/48 12:00 AM,54097,2048,2,9
33543,2/16/49 12:00 AM,54470,2049,2,16
209124,1/6/50 12:00 AM,54794,2050,1,6
63161,1/6/51 12:00 AM,55159,2051,1,6
230751,3/6/52 12:00 AM,55584,2052,3,6
94768,1/24/53 12:00 AM,55908,2053,1,24
50774,5/4/54 12:00 AM,56373,2054,5,4
96512,2/13/55 12:00 AM,56658,2055,2,13
35737,3/19/56 12:00 AM,57058,2056,3,19
70594,11/24/56 12:00 AM,57308,2056,11,24
66322,1/23/58 12:00 AM,57733,2058,1,23
49028,4/2/59 12:00 AM,58167,2059,4,2
42044,2/25/60 12:00 AM,58496,2060,2,25
166779,2/26/61 12:00 AM,58863,2061,2,26
32174,1/6/62 12:00 AM,59177,2062,1,6
38229,1/12/63 12:00 AM,59548,2063,1,12
80317,4/14/64 12:00 AM,60006,2064,4,14
27815,1/26/35 12:00 AM,49335,2035,1,26
126386,4/25/36 12:00 AM,49790,2036,4,25
267720,1/1/37 12:00 AM,50041,2037,1,1
255699,12/30/37 12:00 AM,50404,2037,12,30
195566,2/18/39 12:00 AM,50819,2039,2,18
307620,2/6/40 12:00 AM,51172,2040,2,6
94021,12/5/40 12:00 AM,51475,2040,12,5
217198,2/26/42 12:00 AM,51923,2042,2,26
121502,1/18/43 12:00 AM,52249,2043,1,18
88690,2/20/44 12:00 AM,52647,2044,2,20
132201,2/6/45 12:00 AM,52999,2045,2,6
465596,1/28/46 12:00 AM,53355,2046,1,28
120553,1/8/47 12:00 AM,53700,2047,1,8
33654,12/15/47 12:00 AM,54041,2047,12,15
293675,2/3/49 12:00 AM,54457,2049,2,3
435857,2/17/50 12:00 AM,54836,2050,2,17
117998,2/24/51 12:00 AM,55208,2051,2,24
188315,1/10/52 12:00 AM,55528,2052,1,10
420783,11/25/52 12:00 AM,55848,2052,11,25
169375,3/11/54 12:00 AM,56319,2054,3,11
54449,3/17/55 12:00 AM,56690,2055,3,17
161505,2/2/56 12:00 AM,57012,2056,2,2
281829,12/28/56 12:00 AM,57342,2056,12,28
322313,1/15/58 12:00 AM,57725,2058,1,15
265232,2/21/59 12:00 AM,58127,2059,2,21
213248,2/27/60 12:00 AM,58498,2060,2,27
190565,2/2/61 12:00 AM,58839,2061,2,2
371026,1/2/62 12:00 AM,59173,2062,1,2
257497,3/10/63 12:00 AM,59605,2063,3,10
247415,3/7/64 12:00 AM,59968,2064,3,7
30143,12/30/34 12:00 AM,49308,2034,12,30
169471,2/29/36 12:00 AM,49734,2036,2,29
167788,2/18/37 12:00 AM,50089,2037,2,18
36021,2/12/38 12:00 AM,50448,2038,2,12
231963,1/2/39 12:00 AM,50772,2039,1,2
273397,2/10/40 12:00 AM,51176,2040,2,10
353314,3/2/41 12:00 AM,51562,2041,3,2
88588,2/21/42 12:00 AM,51918,2042,2,21
135438,3/8/43 12:00 AM,52298,2043,3,8
82088,2/21/44 12:00 AM,52648,2044,2,21
239289,3/21/45 12:00 AM,53042,2045,3,21
254939,12/18/45 12:00 AM,53314,2045,12,18
