Flow (cfs),Date,Excel Datenum,Year,Month,Day
277989,1/28/47 12:00 AM,53720,2047,1,28
176264,4/27/48 12:00 AM,54175,2048,4,27
47513,1/15/49 12:00 AM,54438,2049,1,15
346302,2/23/50 12:00 AM,54842,2050,2,23
166772,2/19/51 12:00 AM,55203,2051,2,19
245168,2/21/52 12:00 AM,55570,2052,2,21
33896,2/26/53 12:00 AM,55941,2053,2,26
43530,5/19/54 12:00 AM,56388,2054,5,19
135535,2/11/55 12:00 AM,56656,2055,2,11
211323,1/8/56 12:00 AM,56987,2056,1,8
243884,3/20/57 12:00 AM,57424,2057,3,20
388074,3/5/58 12:00 AM,57774,2058,3,5
31660,4/14/59 12:00 AM,58179,2059,4,14
239528,1/16/60 12:00 AM,58456,2060,1,16
335526,1/16/61 12:00 AM,58822,2061,1,16
330179,2/21/62 12:00 AM,59223,2062,2,21
73549,1/16/63 12:00 AM,59552,2063,1,16
131570,2/28/64 12:00 AM,59960,2064,2,28
270204,2/1/35 12:00 AM,49341,2035,2,1
111363,3/12/36 12:00 AM,49746,2036,3,12
244846,12/9/36 12:00 AM,50018,2036,12,9
160102,2/27/38 12:00 AM,50463,2038,2,27
95505,3/22/39 12:00 AM,50851,2039,3,22
275591,1/18/40 12:00 AM,51153,2040,1,18
72704,4/5/41 12:00 AM,51596,2041,4,5
37831,11/22/41 12:00 AM,51827,2041,11,22
407562,3/14/43 12:00 AM,52304,2043,3,14
177241,3/29/44 12:00 AM,52685,2044,3,29
43563,5/18/45 12:00 AM,53100,2045,5,18
261964,1/29/46 12:00 AM,53356,2046,1,29
138474,1/26/47 12:00 AM,53718,2047,1,26
276457,2/2/48 12:00 AM,54090,2048,2,2
194690,2/7/49 12:00 AM,54461,2049,2,7
137503,3/25/50 12:00 AM,54872,2050,3,25
275423,12/18/50 12:00 AM,55140,2050,12,18
104592,4/11/52 12:00 AM,55620,2052,4,11
55281,2/23/53 12:00 AM,55938,2053,2,23
374635,1/14/54 12:00 AM,56263,2054,1,14
89842,3/4/55 12:00 AM,56677,2055,3,4
306943,1/4/56 12:00 AM,56983,2056,1,4
27184,6/15/57 12:00 AM,57511,2057,6,15
218351,4/23/58 12:00 AM,57823,2058,4,23
102141,2/7/59 12:00 AM,58113,2059,2,7
322543,1/9/60 12:00 AM,58449,2060,1,9
170102,3/14/61 12:00 AM,58879,2061,3,14
282088,3/18/62 12:00 AM,59248,2062,3,18
111079,4/4/63 12:00 AM,59630,2063,4,4
60217,1/20/64 12:00 AM,59921,2064,1,20
489632,1/27/35 12:00 AM,49336,2035,1,27
399984,2/3/36 12:00 AM,49708,2036,2,3
249159,1/29/37 12:00 AM,50069,2037,1,29
671284,1/21/38 12:00 AM,50426,2038,1,21
457301,1/4/39 12:00 AM,50774,2039,1,4
70067,3/26/40 12:00 AM,51221,2040,3,26
156894,12/16/40 12:00 AM,51486,2040,12,16
243989,2/5/42 12:00 AM,51902,2042,2,5
241865,1/20/43 12:00 AM,52251,2043,1,20
266491,1/18/44 12:00 AM,52614,2044,1,18
321902,2/3/45 12:00 AM,52996,2045,2,3
500034,1/16/46 12:00 AM,53343,2046,1,16
692609,1/19/47 12:00 AM,53711,2047,1,19
88919,5/3/48 12:00 AM,54181,2048,5,3
285244,3/14/49 12:00 AM,54496,2049,3,14
209259,3/26/50 12:00 AM,54873,2050,3,26
752748,1/18/51 12:00 AM,55171,2051,1,18
45249,3/7/52 12:00 AM,55585,2052,3,7
257980,3/10/53 12:00 AM,55953,2053,3,10
365607,3/8/54 12:00 AM,56316,2054,3,8
272306,3/2/55 12:00 AM,56675,2055,3,2
463751,1/17/56 12:00 AM,56996,2056,1,17
374580,1/23/57 12:00 AM,57368,2057,1,23
263559,2/17/58 12:00 AM,57758,2058,2,17
386081,1/11/59 12:00 AM,58086,2059,1,11
520118,12/30/59 12:00 AM,58439,2059,12,30
575764,1/14/61 12:00 AM,58820,2061,1,14
157794,1/3/62 12:00 AM,59174,2062,1,3
500696,1/29/63 12:00 AM,59565,2063,1,29
59690,3/29/64 12:00 AM,59990,2064,3,29
27697,2/26/35 12:00 AM,49366,2035,2,26
74703,1/17/36 12:00 AM,49691,2036,1,17
49114,2/4/37 12:00 AM,50075,2037,2,4
387596,1/29/38 12:00 AM,50434,2038,1,29
199921,1/19/39 12:00 AM,50789,2039,1,19
144718,3/3/40 12:00 AM,51198,2040,3,3
228986,3/6/41 12:00 AM,51566,2041,3,6
284143,3/15/42 12:00 AM,51940,2042,3,15
104268,12/11/42 12:00 AM,52211,2042,12,11
192910,2/19/44 12:00 AM,52646,2044,2,19
143219,3/28/45 12:00 AM,53049,2045,3,28
388839,1/24/46 12:00 AM,53351,2046,1,24
363831,11/25/46 12:00 AM,53656,2046,11,25
261304,1/24/48 12:00 AM,54081,2048,1,24
576394,1/13/49 12:00 AM,54436,2049,1,13
295615,2/7/50 12:00 AM,54826,2050,2,7
181474,3/13/51 12:00 AM,55225,2051,3,13
305705,2/13/52 12:00 AM,55562,2052,2,13
678528,1/18/53 12:00 AM,55902,2053,1,18
83892,2/15/54 12:00 AM,56295,2054,2,15
552600,2/3/55 12:00 AM,56648,2055,2,3
140214,3/25/56 12:00 AM,57064,2056,3,25
531439,2/1/57 12:00 AM,57377,2057,2,1
454911,1/29/58 12:00 AM,57739,2058,1,29
446005,1/9/59 12:00 AM,58084,2059,1,9
219435,2/2/60 12:00 AM,58473,2060,2,2
498170,12/8/60 12:00 AM,58783,2060,12,8
438042,1/27/62 12:00 AM,59198,2062,1,27
823022,1/25/63 12:00 AM,59561,2063,1,25
702554,1/27/64 12:00 AM,59928,2064,1,27
233318,3/29/35 12:00 AM,49397,2035,3,29
272524,4/20/36 12:00 AM,49785,2036,4,20
247767,2/3/37 12:00 AM,50074,2037,2,3
90188,4/7/38 12:00 AM,50502,2038,4,7
172679,2/13/39 12:00 AM,50814,2039,2,13
192541,1/15/40 12:00 AM,51150,2040,1,15
546283,1/18/41 12:00 AM,51519,2041,1,18
166898,4/2/42 12:00 AM,51958,2042,4,2
147724,1/3/43 12:00 AM,52234,2043,1,3
233421,1/10/44 12:00 AM,52606,2044,1,10
258852,3/20/45 12:00 AM,53041,2045,3,20
196776,3/18/46 12:00 AM,53404,2046,3,18
81052,3/5/47 12:00 AM,53756,2047,3,5
120826,5/1/48 12:00 AM,54179,2048,5,1
209015,2/16/49 12:00 AM,54470,2049,2,16
94481,4/22/50 12:00 AM,54900,2050,4,22
152219,2/6/51 12:00 AM,55190,2051,2,6
235537,3/2/52 12:00 AM,55580,2052,3,2
316801,1/17/53 12:00 AM,55901,2053,1,17
38723,3/18/54 12:00 AM,56326,2054,3,18
102483,4/3/55 12:00 AM,56707,2055,4,3
57048,3/18/56 12:00 AM,57057,2056,3,18
106466,2/27/57 12:00 AM,57403,2057,2,27
336630,2/3/58 12:00 AM,57744,2058,2,3
72706,3/4/59 12:00 AM,58138,2059,3,4
266203,12/27/59 12:00 AM,58436,2059,12,27
262444,3/27/61 12:00 AM,58892,2061,3,27
242698,12/29/61 12:00 AM,59169,2061,12,29
146215,1/29/63 12:00 AM,59565,2063,1,29
265568,1/25/64 12:00 AM,59926,2064,1,25
288849,4/8/35 12:00 AM,49407,2035,4,8
192074,3/19/36 12:00 AM,49753,2036,3,19
92908,3/15/37 12:00 AM,50114,2037,3,15
136607,1/14/38 12:00 AM,50419,2038,1,14
140851,2/16/39 12:00 AM,50817,2039,2,16
185528,2/14/40 12:00 AM,51180,2040,2,14
121133,1/7/41 12:00 AM,51508,2041,1,7
316130,3/3/42 12:00 AM,51928,2042,3,3
70827,2/9/43 12:00 AM,52271,2043,2,9
54020,3/2/44 12:00 AM,52658,2044,3,2
295596,2/6/45 12:00 AM,52999,2045,2,6
127635,12/22/45 12:00 AM,53318,2045,12,22
271602,1/4/47 12:00 AM,53696,2047,1,4
130432,12/24/47 12:00 AM,54050,2047,12,24
393546,3/18/49 12:00 AM,54500,2049,3,18
214047,2/19/50 12:00 AM,54838,2050,2,19
93309,2/1/51 12:00 AM,55185,2051,2,1
133878,3/14/52 12:00 AM,55592,2052,3,14
268965,3/5/53 12:00 AM,55948,2053,3,5
230699,1/28/54 12:00 AM,56277,2054,1,28
187374,11/27/54 12:00 AM,56580,2054,11,27
39645,1/25/56 12:00 AM,57004,2056,1,25
105060,11/9/56 12:00 AM,57293,2056,11,9
197506,2/17/58 12:00 AM,57758,2058,2,17
153653,2/7/59 12:00 AM,58113,2059,2,7
39882,2/29/60 12:00 AM,58500,2060,2,29
294702,2/7/61 12:00 AM,58844,2061,2,7
38250,3/18/62 12:00 AM,59248,2062,3,18
275161,2/5/63 12:00 AM,59572,2063,2,5
157163,3/5/64 12:00 AM,59966,2064,3,5
345456,1/25/35 12:00 AM,49334,2035,1,25
331512,12/28/35 12:00 AM,49671,2035,12,28
138070,1/9/37 12:00 AM,50049,2037,1,9
346259,2/6/38 12:00 AM,50442,2038,2,6
284007,3/3/39 12:00 AM,50832,2039,3,3
196760,12/30/39 12:00 AM,51134,2039,12,30
291181,3/8/41 12:00 AM,51568,2041,3,8
74924,2/26/42 12:00 AM,51923,2042,2,26
26106,12/8/42 12:00 AM,52208,2042,12,8
149372,4/4/44 12:00 AM,52691,2044,4,4
253651,4/4/45 12:00 AM,53056,2045,4,4
46560,3/10/46 12:00 AM,53396,2046,3,10
39859,2/22/47 12:00 AM,53745,2047,2,22
298354,3/6/48 12:00 AM,54123,2048,3,6
219869,3/9/49 12:00 AM,54491,2049,3,9
170825,3/24/50 12:00 AM,54871,2050,3,24
191064,12/29/50 12:00 AM,55151,2050,12,29
183873,2/22/52 12:00 AM,55571,2052,2,22
42732,4/20/53 12:00 AM,55994,2053,4,20
57712,3/13/54 12:00 AM,56321,2054,3,13
40230,4/8/55 12:00 AM,56712,2055,4,8
84792,2/22/56 12:00 AM,57032,2056,2,22
135708,4/10/57 12:00 AM,57445,2057,4,10
403272,2/9/58 12:00 AM,57750,2058,2,9
397598,2/21/59 12:00 AM,58127,2059,2,21
54823,3/28/60 12:00 AM,58528,2060,3,28
63849,12/22/60 12:00 AM,58797,2060,12,22
135594,4/12/62 12:00 AM,59273,2062,4,12
97475,2/21/63 12:00 AM,59588,2063,2,21
136273,3/26/64 12:00 AM,59987,2064,3,26
40811,12/21/34 12:00 AM,49299,2034,12,21
314210,3/6/36 12:00 AM,49740,2036,3,6
117811,2/23/37 12:00 AM,50094,2037,2,23
36555,12/1/37 12:00 AM,50375,2037,12,1
276734,1/3/39 12:00 AM,50773,2039,1,3
216153,1/1/40 12:00 AM,51136,2040,1,1
87895,1/29/41 12:00 AM,51530,2041,1,29
127644,3/15/42 12:00 AM,51940,2042,3,15
113571,1/21/43 12:00 AM,52252,2043,1,21
84495,2/16/44 12:00 AM,52643,2044,2,16
151583,2/24/45 12:00 AM,53017,2045,2,24
540826,1/26/46 12:00 AM,53353,2046,1,26
72069,1/21/47 12:00 AM,53713,2047,1,21
178052,4/11/48 12:00 AM,54159,2048,4,11
47671,12/27/48 12:00 AM,54419,2048,12,27
307729,3/24/50 12:00 AM,54871,2050,3,24
41339,1/23/51 12:00 AM,55176,2051,1,23
52101,1/27/52 12:00 AM,55545,2052,1,27
113296,3/15/53 12:00 AM,55958,2053,3,15
281089,3/5/54 12:00 AM,56313,2054,3,5
131712,1/4/55 12:00 AM,56618,2055,1,4
74730,4/9/56 12:00 AM,57079,2056,4,9
58869,3/4/57 12:00 AM,57408,2057,3,4
217107,3/29/58 12:00 AM,57798,2058,3,29
344625,2/2/59 12:00 AM,58108,2059,2,2
604239,1/25/60 12:00 AM,58465,2060,1,25
70953,1/8/61 12:00 AM,58814,2061,1,8
39013,11/18/61 12:00 AM,59128,2061,11,18
49609,4/6/63 12:00 AM,59632,2063,4,6
167662,1/19/64 12:00 AM,59920,2064,1,19
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,

