Flow (cfs),Date,Excel Datenum,Year,Month,Day
275161,2/5/1963 0:00,59572,2063,2,5
157163,3/5/1964 0:00,59966,2064,3,5
300544,3/18/1965 0:00,60344,2065,3,18
343396,3/14/1966 0:00,60705,2066,3,14
132368,3/27/1967 0:00,61083,2067,3,27
185839,3/22/1968 0:00,61444,2068,3,22
101204,3/5/1969 0:00,61792,2069,3,5
374120,2/12/1970 0:00,62136,2070,2,12
70544,1/24/1971 0:00,62482,2071,1,24
226222,3/24/1972 0:00,62907,2072,3,24
333445,4/3/1973 0:00,63282,2073,4,3
363462,2/23/1974 0:00,63608,2074,2,23
362791,4/3/1975 0:00,64012,2075,4,3
334074,2/21/1976 0:00,64336,2076,2,21
182352,2/15/1977 0:00,64696,2077,2,15
386019,12/27/1977 0:00,65011,2077,12,27
36834,2/16/1979 0:00,65427,2079,2,16
49158,4/10/1980 0:00,65846,2080,4,10
499932,2/19/1981 0:00,66161,2081,2,19
41422,2/23/1982 0:00,66530,2082,2,23
326081,1/23/1983 0:00,66864,2083,1,23
324431,2/5/1984 0:00,67242,2084,2,5
40230,4/8/1955 0:00,56712,2055,4,8
84792,2/22/1956 0:00,57032,2056,2,22
135708,4/10/1957 0:00,57445,2057,4,10
403272,2/9/1958 0:00,57750,2058,2,9
397598,2/21/1959 0:00,58127,2059,2,21
54823,3/28/1960 0:00,58528,2060,3,28
63849,12/22/1960 0:00,58797,2060,12,22
135594,4/12/1962 0:00,59273,2062,4,12
97475,2/21/1963 0:00,59588,2063,2,21
136273,3/26/1964 0:00,59987,2064,3,26
99689,1/22/1965 0:00,60289,2065,1,22
108687,2/7/1966 0:00,60670,2066,2,7
32593,1/18/1967 0:00,61015,2067,1,18
298943,2/20/1968 0:00,61413,2068,2,20
27581,4/16/1969 0:00,61834,2069,4,16
75467,12/15/1969 0:00,62077,2069,12,15
118388,2/4/1971 0:00,62493,2071,2,4
326161,1/13/1972 0:00,62836,2072,1,13
67261,3/11/1973 0:00,63259,2073,3,11
402001,12/19/1973 0:00,63542,2073,12,19
92478,1/12/1975 0:00,63931,2075,1,12
89103,2/26/1976 0:00,64341,2076,2,26
475793,2/22/1977 0:00,64703,2077,2,22
201507,3/7/1978 0:00,65081,2078,3,7
143374,2/7/1979 0:00,65418,2079,2,7
317920,2/13/1980 0:00,65789,2080,2,13
445956,2/22/1981 0:00,66164,2081,2,22
57469,4/7/1982 0:00,66573,2082,4,7
173504,2/26/1983 0:00,66898,2083,2,26
42820,4/22/1984 0:00,67319,2084,4,22
131712,1/4/1955 0:00,56618,2055,1,4
74730,4/9/1956 0:00,57079,2056,4,9
58869,3/4/1957 0:00,57408,2057,3,4
217107,3/29/1958 0:00,57798,2058,3,29
344625,2/2/1959 0:00,58108,2059,2,2
604239,1/25/1960 0:00,58465,2060,1,25
70953,1/8/1961 0:00,58814,2061,1,8
39013,11/18/1961 0:00,59128,2061,11,18
49609,4/6/1963 0:00,59632,2063,4,6
167662,1/19/1964 0:00,59920,2064,1,19
77030,3/4/1965 0:00,60330,2065,3,4
573707,1/20/1966 0:00,60652,2066,1,20
142115,5/2/1967 0:00,61119,2067,5,2
236397,3/5/1968 0:00,61427,2068,3,5
39199,1/3/1969 0:00,61731,2069,1,3
130153,2/6/1970 0:00,62130,2070,2,6
226833,1/6/1971 0:00,62464,2071,1,6
450304,2/25/1972 0:00,62879,2072,2,25
74523,4/29/1973 0:00,63308,2073,4,29
225682,12/7/1973 0:00,63530,2073,12,7
76521,3/2/1975 0:00,63980,2075,3,2
354823,1/28/1976 0:00,64312,2076,1,28
229805,1/29/1977 0:00,64679,2077,1,29
46012,3/29/1978 0:00,65103,2078,3,29
91291,3/16/1979 0:00,65455,2079,3,16
153750,3/31/1980 0:00,65836,2080,3,31
39733,1/21/1981 0:00,66132,2081,1,21
311498,12/6/1981 0:00,66451,2081,12,6
379032,1/8/1983 0:00,66849,2083,1,8
228357,11/24/1983 0:00,67169,2083,11,24
