water_year,water_month,rep,flow,model,rcp,water_day,scenario
2036,4,4,504960.61,CNRM,4.5,93,RCP 4.5 2030
2036,5,4,412255.46,CNRM,4.5,128,RCP 4.5 2030
2036,6,2,382886.99,CNRM,4.5,155,RCP 4.5 2030
2037,4,1,309226.96,CNRM,4.5,111,RCP 4.5 2030
2037,5,1,312270.75,CNRM,4.5,146,RCP 4.5 2030
2037,5,6,413588.39,CNRM,4.5,135,RCP 4.5 2030
2037,6,2,323940.13,CNRM,4.5,156,RCP 4.5 2030
2038,4,9,290645.27,CNRM,4.5,122,RCP 4.5 2030
2038,5,1,252826.95,CNRM,4.5,133,RCP 4.5 2030
2038,5,9,366248.26,CNRM,4.5,124,RCP 4.5 2030
2039,4,5,293313.2,CNRM,4.5,101,RCP 4.5 2030
2039,6,5,263275.24,CNRM,4.5,166,RCP 4.5 2030
2040,3,2,50557.35,CNRM,4.5,66,RCP 4.5 2030
2040,3,3,52561.05,CNRM,4.5,87,RCP 4.5 2030
2040,6,1,52352.58,CNRM,4.5,155,RCP 4.5 2030
2040,6,4,58794.67,CNRM,4.5,176,RCP 4.5 2030
2041,6,2,50705.39,CNRM,4.5,163,RCP 4.5 2030
2041,6,3,51174.97,CNRM,4.5,157,RCP 4.5 2030
2041,7,3,51775.35,CNRM,4.5,198,RCP 4.5 2030
2042,6,10,83237.66,CNRM,4.5,166,RCP 4.5 2030
2043,3,1,229730.78,CNRM,4.5,76,RCP 4.5 2030
2043,3,8,261640.55,CNRM,4.5,92,RCP 4.5 2030
2043,4,3,235111.46,CNRM,4.5,110,RCP 4.5 2030
2043,4,8,275393.66,CNRM,4.5,95,RCP 4.5 2030
2044,4,3,151042.53,CNRM,4.5,112,RCP 4.5 2030
2044,5,1,146815.4,CNRM,4.5,127,RCP 4.5 2030
2044,5,6,163675.1,CNRM,4.5,139,RCP 4.5 2030
2044,7,1,146043.24,CNRM,4.5,185,RCP 4.5 2030
2015,4,10,355253.36,CanESM2,4.5,112,RCP 4.5 2030
2016,4,1,313462.97,CanESM2,4.5,112,RCP 4.5 2030
2016,4,7,391364.68,CanESM2,4.5,103,RCP 4.5 2030
2016,5,2,367956.53,CanESM2,4.5,151,RCP 4.5 2030
2017,5,2,198493.01,CanESM2,4.5,139,RCP 4.5 2030
2017,5,6,247751.65,CanESM2,4.5,129,RCP 4.5 2030
2018,6,10,101714.86,CanESM2,4.5,165,RCP 4.5 2030
2019,2,1,33157.14,CanESM2,4.5,61,RCP 4.5 2030
2019,4,1,31676.55,CanESM2,4.5,105,RCP 4.5 2030
2019,5,2,33276.67,CanESM2,4.5,133,RCP 4.5 2030
2019,7,2,31787.07,CanESM2,4.5,201,RCP 4.5 2030
2019,8,4,40591.94,CanESM2,4.5,214,RCP 4.5 2030
2020,4,4,94352.62,CanESM2,4.5,123,RCP 4.5 2030
2020,5,4,121754.12,CanESM2,4.5,124,RCP 4.5 2030
2020,6,6,137731.33,CanESM2,4.5,157,RCP 4.5 2030
2021,5,1,59905.12,CanESM2,4.5,127,RCP 4.5 2030
2021,5,9,81926.63,CanESM2,4.5,150,RCP 4.5 2030
2021,6,9,75230.68,CanESM2,4.5,152,RCP 4.5 2030
2022,5,3,324975.92,CanESM2,4.5,130,RCP 4.5 2030
2022,6,7,375510.18,CanESM2,4.5,176,RCP 4.5 2030
2023,4,5,71602.14,CanESM2,4.5,117,RCP 4.5 2030
2023,6,5,62154.82,CanESM2,4.5,175,RCP 4.5 2030
2024,5,3,133605.28,CanESM2,4.5,152,RCP 4.5 2030
2024,5,7,146452.28,CanESM2,4.5,137,RCP 4.5 2030
2025,3,10,202858.03,CanESM2,4.5,92,RCP 4.5 2030
2025,4,10,286071.46,CanESM2,4.5,94,RCP 4.5 2030
2026,4,8,742132.82,CanESM2,4.5,107,RCP 4.5 2030
2026,6,2,353867.3,CanESM2,4.5,154,RCP 4.5 2030
2027,6,10,191395.91,CanESM2,4.5,160,RCP 4.5 2030
2028,4,9,197520.68,CanESM2,4.5,117,RCP 4.5 2030
2028,9,1,110530.36,CanESM2,4.5,267,RCP 4.5 2030
2029,4,10,431117.89,CanESM2,4.5,117,RCP 4.5 2030
2030,4,4,44572.35,CanESM2,4.5,122,RCP 4.5 2030
2030,5,3,40053.14,CanESM2,4.5,133,RCP 4.5 2030
2030,5,4,41257.75,CanESM2,4.5,124,RCP 4.5 2030
2030,7,3,43143.71,CanESM2,4.5,194,RCP 4.5 2030
2031,7,8,114294.15,CanESM2,4.5,203,RCP 4.5 2030
2031,8,2,72396.02,CanESM2,4.5,217,RCP 4.5 2030
2032,5,10,200667.95,CanESM2,4.5,135,RCP 4.5 2030
2033,5,2,126819.79,CanESM2,4.5,151,RCP 4.5 2030
2033,5,8,233982.59,CanESM2,4.5,130,RCP 4.5 2030
2034,5,6,273001.3,CanESM2,4.5,147,RCP 4.5 2030
2034,6,4,236801.57,CanESM2,4.5,152,RCP 4.5 2030
2035,6,10,73201.25,CanESM2,4.5,154,RCP 4.5 2030
2036,4,6,82427.37,CanESM2,4.5,103,RCP 4.5 2030
2036,5,4,101106.06,CanESM2,4.5,138,RCP 4.5 2030
2037,4,10,693023.92,CanESM2,4.5,112,RCP 4.5 2030
2038,5,1,114176.45,CanESM2,4.5,138,RCP 4.5 2030
2038,5,9,184821.32,CanESM2,4.5,143,RCP 4.5 2030
2039,4,1,35620.35,CanESM2,4.5,108,RCP 4.5 2030
2039,6,3,42695.58,CanESM2,4.5,155,RCP 4.5 2030
2039,7,6,43626.76,CanESM2,4.5,185,RCP 4.5 2030
2040,6,10,238384.29,CanESM2,4.5,167,RCP 4.5 2030
2041,5,3,45316.83,CanESM2,4.5,144,RCP 4.5 2030
2041,5,5,42634.23,CanESM2,4.5,151,RCP 4.5 2030
2041,6,2,40905.4,CanESM2,4.5,166,RCP 4.5 2030
2041,6,5,42148.12,CanESM2,4.5,152,RCP 4.5 2030
2042,6,10,311760.5,CanESM2,4.5,175,RCP 4.5 2030
2043,4,3,35706.69,CanESM2,4.5,120,RCP 4.5 2030
2043,5,2,32010.92,CanESM2,4.5,141,RCP 4.5 2030
2043,5,5,42656.73,CanESM2,4.5,149,RCP 4.5 2030
2044,6,10,107846.48,CanESM2,4.5,173,RCP 4.5 2030
2015,3,6,143237.34,GFDL,4.5,86,RCP 4.5 2030
2015,6,4,107732.57,GFDL,4.5,158,RCP 4.5 2030
2016,5,4,216120.15,GFDL,4.5,143,RCP 4.5 2030
2016,5,6,178252.77,GFDL,4.5,152,RCP 4.5 2030
2016,6,6,198723.17,GFDL,4.5,155,RCP 4.5 2030
2017,3,7,50190.44,GFDL,4.5,85,RCP 4.5 2030
2017,4,3,43086.62,GFDL,4.5,113,RCP 4.5 2030
2018,4,4,188610.51,GFDL,4.5,95,RCP 4.5 2030
2018,4,6,210646.63,GFDL,4.5,106,RCP 4.5 2030
2019,4,9,215164.93,GFDL,4.5,105,RCP 4.5 2030
2019,6,1,171065.7,GFDL,4.5,153,RCP 4.5 2030
2020,5,2,109892.67,GFDL,4.5,128,RCP 4.5 2030
2020,5,8,168188.84,GFDL,4.5,152,RCP 4.5 2030
2020,6,8,218820.46,GFDL,4.5,153,RCP 4.5 2030
2021,4,7,495644.9,GFDL,4.5,113,RCP 4.5 2030
2021,5,3,303843.03,GFDL,4.5,131,RCP 4.5 2030
2022,4,7,106206.79,GFDL,4.5,113,RCP 4.5 2030
2022,6,1,93588.38,GFDL,4.5,176,RCP 4.5 2030
2022,7,2,94478.33,GFDL,4.5,185,RCP 4.5 2030
2023,4,10,97527.41,GFDL,4.5,103,RCP 4.5 2030
2024,6,1,39787.68,GFDL,4.5,176,RCP 4.5 2030
2024,6,9,44387.2,GFDL,4.5,183,RCP 4.5 2030
2024,7,9,58059.6,GFDL,4.5,187,RCP 4.5 2030
2025,7,10,136066.44,GFDL,4.5,204,RCP 4.5 2030
2026,6,10,52984.78,GFDL,4.5,182,RCP 4.5 2030
2026,7,10,81307.27,GFDL,4.5,187,RCP 4.5 2030
2027,6,3,99627.16,GFDL,4.5,155,RCP 4.5 2030
2027,6,6,99821.93,GFDL,4.5,166,RCP 4.5 2030
2027,7,1,89027.58,GFDL,4.5,183,RCP 4.5 2030
2028,5,10,189284.93,GFDL,4.5,142,RCP 4.5 2030
2029,5,10,140796.94,GFDL,4.5,143,RCP 4.5 2030
2030,5,10,90843.88,GFDL,4.5,139,RCP 4.5 2030
2031,3,2,236269.85,GFDL,4.5,90,RCP 4.5 2030
2031,4,8,290730.07,GFDL,4.5,116,RCP 4.5 2030
2032,3,1,42978.84,GFDL,4.5,69,RCP 4.5 2030
2032,3,5,47974.72,GFDL,4.5,64,RCP 4.5 2030
2032,5,1,43706.46,GFDL,4.5,128,RCP 4.5 2030
2032,5,3,44672.41,GFDL,4.5,124,RCP 4.5 2030
2033,4,10,257481.73,GFDL,4.5,108,RCP 4.5 2030
2034,6,3,184761.68,GFDL,4.5,157,RCP 4.5 2030
2034,6,7,267171.14,GFDL,4.5,171,RCP 4.5 2030
2035,4,4,75857.57,GFDL,4.5,102,RCP 4.5 2030
2035,6,6,100009.58,GFDL,4.5,155,RCP 4.5 2030
2036,4,10,488912.35,GFDL,4.5,99,RCP 4.5 2030
2037,5,9,142676.67,GFDL,4.5,133,RCP 4.5 2030
2037,7,1,105018.9,GFDL,4.5,202,RCP 4.5 2030
2038,4,10,118607.06,GFDL,4.5,101,RCP 4.5 2030
2039,6,1,117745.46,GFDL,4.5,158,RCP 4.5 2030
2039,6,9,188175.47,GFDL,4.5,176,RCP 4.5 2030
2040,6,2,41843.96,GFDL,4.5,157,RCP 4.5 2030
2040,6,5,47827.66,GFDL,4.5,178,RCP 4.5 2030
2040,7,3,40292.94,GFDL,4.5,202,RCP 4.5 2030
2041,4,1,155050.47,GFDL,4.5,123,RCP 4.5 2030
2041,4,7,188955.76,GFDL,4.5,116,RCP 4.5 2030
2042,7,1,55904.63,GFDL,4.5,203,RCP 4.5 2030
2042,7,9,67759.53,GFDL,4.5,212,RCP 4.5 2030
2042,8,9,81851.97,GFDL,4.5,214,RCP 4.5 2030
2043,6,10,279589.7,GFDL,4.5,162,RCP 4.5 2030
2044,4,5,193538.17,GFDL,4.5,121,RCP 4.5 2030
2044,5,5,164746.44,GFDL,4.5,130,RCP 4.5 2030
2015,4,6,63076.36,HadGEM2-CC,4.5,120,RCP 4.5 2030
2015,7,4,50811.78,HadGEM2-CC,4.5,185,RCP 4.5 2030
2016,5,10,159225.36,HadGEM2-CC,4.5,132,RCP 4.5 2030
2017,4,7,26031.24,HadGEM2-CC,4.5,123,RCP 4.5 2030
2017,5,7,36371.55,HadGEM2-CC,4.5,126,RCP 4.5 2030
2017,11,3,26148.61,HadGEM2-CC,4.5,317,RCP 4.5 2030
2018,7,10,29367.89,HadGEM2-CC,4.5,187,RCP 4.5 2030
2019,3,7,159917.58,HadGEM2-CC,4.5,92,RCP 4.5 2030
2019,4,7,229954.11,HadGEM2-CC,4.5,94,RCP 4.5 2030
2019,5,1,159812.22,HadGEM2-CC,4.5,140,RCP 4.5 2030
2019,5,2,165928.85,HadGEM2-CC,4.5,127,RCP 4.5 2030
2020,3,6,68563.31,HadGEM2-CC,4.5,84,RCP 4.5 2030
2020,5,1,56115.01,HadGEM2-CC,4.5,142,RCP 4.5 2030
2020,7,3,58663.77,HadGEM2-CC,4.5,190,RCP 4.5 2030
2021,5,7,602080.7,HadGEM2-CC,4.5,132,RCP 4.5 2030
2021,7,3,354355.25,HadGEM2-CC,4.5,203,RCP 4.5 2030
2022,4,7,199013.75,HadGEM2-CC,4.5,112,RCP 4.5 2030
2022,5,3,150387.55,HadGEM2-CC,4.5,150,RCP 4.5 2030
2023,7,8,29450.58,HadGEM2-CC,4.5,190,RCP 4.5 2030
2023,9,2,23089.08,HadGEM2-CC,4.5,246,RCP 4.5 2030
2024,5,10,73142.78,HadGEM2-CC,4.5,151,RCP 4.5 2030
2025,7,10,194948.67,HadGEM2-CC,4.5,184,RCP 4.5 2030
2026,3,1,70470.74,HadGEM2-CC,4.5,67,RCP 4.5 2030
2026,3,8,91659.47,HadGEM2-CC,4.5,76,RCP 4.5 2030
2026,8,1,73828.91,HadGEM2-CC,4.5,215,RCP 4.5 2030
2027,5,4,56217.82,HadGEM2-CC,4.5,138,RCP 4.5 2030
2027,5,6,67512.21,HadGEM2-CC,4.5,147,RCP 4.5 2030
2028,6,9,111046.44,HadGEM2-CC,4.5,161,RCP 4.5 2030
2028,7,1,79409.34,HadGEM2-CC,4.5,206,RCP 4.5 2030
2029,6,10,327480.15,HadGEM2-CC,4.5,168,RCP 4.5 2030
2030,6,5,235921.58,HadGEM2-CC,4.5,158,RCP 4.5 2030
2031,5,10,142313.17,HadGEM2-CC,4.5,142,RCP 4.5 2030
2032,5,1,57916.94,HadGEM2-CC,4.5,126,RCP 4.5 2030
2032,5,2,57043.23,HadGEM2-CC,4.5,141,RCP 4.5 2030
2032,7,2,57264.81,HadGEM2-CC,4.5,202,RCP 4.5 2030
2032,7,5,67472.06,HadGEM2-CC,4.5,186,RCP 4.5 2030
2033,6,3,76540.08,HadGEM2-CC,4.5,153,RCP 4.5 2030
2033,7,2,71132.56,HadGEM2-CC,4.5,196,RCP 4.5 2030
2033,7,3,69734.35,HadGEM2-CC,4.5,184,RCP 4.5 2030
2034,7,10,127921.91,HadGEM2-CC,4.5,185,RCP 4.5 2030
2035,6,10,129511.06,HadGEM2-CC,4.5,168,RCP 4.5 2030
2036,4,1,47856.99,HadGEM2-CC,4.5,121,RCP 4.5 2030
2036,4,3,54403.59,HadGEM2-CC,4.5,106,RCP 4.5 2030
2036,5,1,47968.02,HadGEM2-CC,4.5,124,RCP 4.5 2030
2036,5,3,52672.71,HadGEM2-CC,4.5,139,RCP 4.5 2030
2036,7,2,51035.28,HadGEM2-CC,4.5,209,RCP 4.5 2030
2037,4,2,156789.78,HadGEM2-CC,4.5,93,RCP 4.5 2030
2037,4,8,269183.75,HadGEM2-CC,4.5,107,RCP 4.5 2030
2038,6,10,290561.29,HadGEM2-CC,4.5,164,RCP 4.5 2030
2039,4,4,207297.82,HadGEM2-CC,4.5,119,RCP 4.5 2030
2039,5,6,240847.53,HadGEM2-CC,4.5,141,RCP 4.5 2030
2040,7,10,148205.87,HadGEM2-CC,4.5,202,RCP 4.5 2030
2041,3,1,103498.78,HadGEM2-CC,4.5,86,RCP 4.5 2030
2041,5,1,103639.24,HadGEM2-CC,4.5,131,RCP 4.5 2030
2041,5,3,113826.52,HadGEM2-CC,4.5,126,RCP 4.5 2030
2041,5,5,107208.17,HadGEM2-CC,4.5,140,RCP 4.5 2030
2042,3,3,155305.11,HadGEM2-CC,4.5,82,RCP 4.5 2030
2042,4,2,98554.27,HadGEM2-CC,4.5,105,RCP 4.5 2030
2042,4,5,120440.19,HadGEM2-CC,4.5,100,RCP 4.5 2030
2043,3,4,195248.59,HadGEM2-CC,4.5,84,RCP 4.5 2030
2043,8,6,242498.01,HadGEM2-CC,4.5,218,RCP 4.5 2030
2044,6,10,100513.78,HadGEM2-CC,4.5,170,RCP 4.5 2030
2015,4,1,117060.74,HadGEM2-ES,4.5,123,RCP 4.5 2030
2015,5,9,144425.36,HadGEM2-ES,4.5,151,RCP 4.5 2030
2015,6,9,149929.2,HadGEM2-ES,4.5,152,RCP 4.5 2030
2016,5,4,111943.36,HadGEM2-ES,4.5,138,RCP 4.5 2030
2016,5,6,98358.35,HadGEM2-ES,4.5,152,RCP 4.5 2030
2016,6,6,137639.28,HadGEM2-ES,4.5,154,RCP 4.5 2030
2017,4,3,325696.68,HadGEM2-ES,4.5,94,RCP 4.5 2030
2017,5,1,279254.9,HadGEM2-ES,4.5,144,RCP 4.5 2030
2017,5,6,417177.96,HadGEM2-ES,4.5,134,RCP 4.5 2030
2018,5,10,328211.67,HadGEM2-ES,4.5,140,RCP 4.5 2030
2019,5,5,191551.74,HadGEM2-ES,4.5,130,RCP 4.5 2030
2019,6,5,211606.29,HadGEM2-ES,4.5,158,RCP 4.5 2030
2020,6,9,181379,HadGEM2-ES,4.5,183,RCP 4.5 2030
2020,7,1,140252.21,HadGEM2-ES,4.5,192,RCP 4.5 2030
2020,7,9,152267.58,HadGEM2-ES,4.5,184,RCP 4.5 2030
2021,2,1,34056.11,HadGEM2-ES,4.5,46,RCP 4.5 2030
2021,2,3,38232.49,HadGEM2-ES,4.5,37,RCP 4.5 2030
2021,2,6,48067.48,HadGEM2-ES,4.5,58,RCP 4.5 2030
2022,7,10,280389.1,HadGEM2-ES,4.5,190,RCP 4.5 2030
2023,7,10,91390.85,HadGEM2-ES,4.5,189,RCP 4.5 2030
2024,4,7,74918.81,HadGEM2-ES,4.5,104,RCP 4.5 2030
2024,7,3,41676.82,HadGEM2-ES,4.5,204,RCP 4.5 2030
2025,3,2,45236.14,HadGEM2-ES,4.5,88,RCP 4.5 2030
2025,7,2,45186.17,HadGEM2-ES,4.5,184,RCP 4.5 2030
2025,8,1,43823.2,HadGEM2-ES,4.5,219,RCP 4.5 2030
2025,8,2,44251.48,HadGEM2-ES,4.5,217,RCP 4.5 2030
2025,8,3,49477.59,HadGEM2-ES,4.5,239,RCP 4.5 2030
2026,6,1,38956.25,HadGEM2-ES,4.5,160,RCP 4.5 2030
2026,6,5,44630.56,HadGEM2-ES,4.5,156,RCP 4.5 2030
2026,7,4,48326.54,HadGEM2-ES,4.5,185,RCP 4.5 2030
2027,7,7,29142.72,HadGEM2-ES,4.5,201,RCP 4.5 2030
2027,9,1,28990.38,HadGEM2-ES,4.5,254,RCP 4.5 2030
2027,9,2,29388.92,HadGEM2-ES,4.5,262,RCP 4.5 2030
2028,3,3,94532.34,HadGEM2-ES,4.5,79,RCP 4.5 2030
2028,6,2,98646.75,HadGEM2-ES,4.5,183,RCP 4.5 2030
2028,7,3,104624.36,HadGEM2-ES,4.5,196,RCP 4.5 2030
2029,4,5,237873.46,HadGEM2-ES,4.5,96,RCP 4.5 2030
2029,5,5,250660.17,HadGEM2-ES,4.5,133,RCP 4.5 2030
2030,6,5,98823.82,HadGEM2-ES,4.5,159,RCP 4.5 2030
2031,6,10,62689.09,HadGEM2-ES,4.5,177,RCP 4.5 2030
2032,4,1,120261.62,HadGEM2-ES,4.5,116,RCP 4.5 2030
2032,5,3,127661.2,HadGEM2-ES,4.5,127,RCP 4.5 2030
2032,5,6,168940.14,HadGEM2-ES,4.5,143,RCP 4.5 2030
2033,5,10,167167.28,HadGEM2-ES,4.5,145,RCP 4.5 2030
2034,1,10,27314.37,HadGEM2-ES,4.5,3,RCP 4.5 2030
2035,7,2,23511.42,HadGEM2-ES,4.5,207,RCP 4.5 2030
2035,7,8,35007.04,HadGEM2-ES,4.5,184,RCP 4.5 2030
2036,5,10,280968.86,HadGEM2-ES,4.5,138,RCP 4.5 2030
2037,5,5,101844.87,HadGEM2-ES,4.5,137,RCP 4.5 2030
2037,8,5,101514.86,HadGEM2-ES,4.5,215,RCP 4.5 2030
2038,2,6,162802.25,HadGEM2-ES,4.5,52,RCP 4.5 2030
2038,7,4,118327.21,HadGEM2-ES,4.5,187,RCP 4.5 2030
2039,5,10,273389.95,HadGEM2-ES,4.5,140,RCP 4.5 2030
2040,3,5,24323.91,HadGEM2-ES,4.5,82,RCP 4.5 2030
2040,6,2,25348.2,HadGEM2-ES,4.5,168,RCP 4.5 2030
2040,10,3,24990.99,HadGEM2-ES,4.5,300,RCP 4.5 2030
2041,7,4,84988.5,HadGEM2-ES,4.5,204,RCP 4.5 2030
2041,7,6,132987.62,HadGEM2-ES,4.5,209,RCP 4.5 2030
2042,4,10,72835.85,HadGEM2-ES,4.5,123,RCP 4.5 2030
2042,5,10,101036.33,HadGEM2-ES,4.5,127,RCP 4.5 2030
2043,4,5,215431.61,HadGEM2-ES,4.5,101,RCP 4.5 2030
2043,6,5,260125.52,HadGEM2-ES,4.5,154,RCP 4.5 2030
2044,5,3,53241.56,HadGEM2-ES,4.5,143,RCP 4.5 2030
2044,6,7,48311.17,HadGEM2-ES,4.5,177,RCP 4.5 2030
2015,4,2,170790.28,MIROC5,4.5,95,RCP 4.5 2030
2015,4,8,207280.75,MIROC5,4.5,122,RCP 4.5 2030
2015,5,8,189371.5,MIROC5,4.5,124,RCP 4.5 2030
2016,3,9,340769.91,MIROC5,4.5,77,RCP 4.5 2030
2016,5,1,178385.75,MIROC5,4.5,130,RCP 4.5 2030
2017,7,10,43905.43,MIROC5,4.5,191,RCP 4.5 2030
2018,3,3,180628.47,MIROC5,4.5,89,RCP 4.5 2030
2018,7,7,173222.14,MIROC5,4.5,196,RCP 4.5 2030
2019,2,3,141244.31,MIROC5,4.5,59,RCP 4.5 2030
2019,4,6,178363.18,MIROC5,4.5,111,RCP 4.5 2030
2019,6,1,119985.61,MIROC5,4.5,179,RCP 4.5 2030
2020,5,5,288289.1,MIROC5,4.5,127,RCP 4.5 2030
2020,6,5,307027.82,MIROC5,4.5,166,RCP 4.5 2030
2021,8,1,50782.17,MIROC5,4.5,219,RCP 4.5 2030
2021,8,5,57085.93,MIROC5,4.5,214,RCP 4.5 2030
2021,9,4,51290.37,MIROC5,4.5,252,RCP 4.5 2030
2022,5,10,105555.3,MIROC5,4.5,149,RCP 4.5 2030
2022,6,10,90833.75,MIROC5,4.5,152,RCP 4.5 2030
2023,5,1,32089.3,MIROC5,4.5,135,RCP 4.5 2030
2023,5,3,40369.22,MIROC5,4.5,126,RCP 4.5 2030
2023,5,6,47307.74,MIROC5,4.5,147,RCP 4.5 2030
2024,6,4,77481.86,MIROC5,4.5,157,RCP 4.5 2030
2024,6,6,95824.27,MIROC5,4.5,176,RCP 4.5 2030
2025,5,2,160571.16,MIROC5,4.5,135,RCP 4.5 2030
2025,6,8,180162.98,MIROC5,4.5,182,RCP 4.5 2030
2025,7,8,241355.89,MIROC5,4.5,184,RCP 4.5 2030
2026,5,10,300532.99,MIROC5,4.5,151,RCP 4.5 2030
2026,6,10,264509.59,MIROC5,4.5,152,RCP 4.5 2030
2027,6,2,131628.16,MIROC5,4.5,159,RCP 4.5 2030
2027,7,8,248351.61,MIROC5,4.5,185,RCP 4.5 2030
2028,7,10,147529.67,MIROC5,4.5,186,RCP 4.5 2030
2029,3,2,38283.57,MIROC5,4.5,91,RCP 4.5 2030
2029,3,3,49398.73,MIROC5,4.5,82,RCP 4.5 2030
2029,4,5,36124.06,MIROC5,4.5,123,RCP 4.5 2030
2029,5,5,44842.85,MIROC5,4.5,125,RCP 4.5 2030
2030,4,10,258514.17,MIROC5,4.5,105,RCP 4.5 2030
2031,4,5,226002.93,MIROC5,4.5,98,RCP 4.5 2030
2031,6,5,210080.88,MIROC5,4.5,156,RCP 4.5 2030
2032,3,8,407262.41,MIROC5,4.5,71,RCP 4.5 2030
2032,5,2,238504.43,MIROC5,4.5,126,RCP 4.5 2030
2033,3,9,289966.17,MIROC5,4.5,88,RCP 4.5 2030
2033,4,1,216325.77,MIROC5,4.5,95,RCP 4.5 2030
2033,4,9,214459.33,MIROC5,4.5,93,RCP 4.5 2030
2034,6,10,194756.96,MIROC5,4.5,171,RCP 4.5 2030
2035,3,2,35511.28,MIROC5,4.5,83,RCP 4.5 2030
2035,3,3,36717.92,MIROC5,4.5,62,RCP 4.5 2030
2035,3,5,47139.52,MIROC5,4.5,91,RCP 4.5 2030
2035,4,5,34907.86,MIROC5,4.5,93,RCP 4.5 2030
2036,5,7,392937.5,MIROC5,4.5,125,RCP 4.5 2030
2036,6,3,220179.35,MIROC5,4.5,171,RCP 4.5 2030
2037,6,10,260518.91,MIROC5,4.5,161,RCP 4.5 2030
2038,4,1,186801.92,MIROC5,4.5,110,RCP 4.5 2030
2038,4,9,366776.72,MIROC5,4.5,103,RCP 4.5 2030
2039,6,2,54015.58,MIROC5,4.5,175,RCP 4.5 2030
2039,6,8,72553.95,MIROC5,4.5,169,RCP 4.5 2030
2040,6,10,119384.43,MIROC5,4.5,183,RCP 4.5 2030
2040,7,10,222096.36,MIROC5,4.5,185,RCP 4.5 2030
2041,7,10,65944.24,MIROC5,4.5,194,RCP 4.5 2030
2042,6,10,68758.36,MIROC5,4.5,178,RCP 4.5 2030
2042,7,10,49019.45,MIROC5,4.5,183,RCP 4.5 2030
2043,4,10,433559.97,MIROC5,4.5,100,RCP 4.5 2030
2044,4,10,554638.81,MIROC5,4.5,117,RCP 4.5 2030
2035,5,10,217760.72,ACCESS1-0,4.5,148,RCP 4.5 2050
2035,6,10,199878.53,ACCESS1-0,4.5,152,RCP 4.5 2050
2036,5,3,74496.37,ACCESS1-0,4.5,127,RCP 4.5 2050
2036,6,7,88317.42,ACCESS1-0,4.5,155,RCP 4.5 2050
2037,4,3,30987.47,ACCESS1-0,4.5,115,RCP 4.5 2050
2037,11,7,26081.07,ACCESS1-0,4.5,319,RCP 4.5 2050
2038,3,1,181172.81,ACCESS1-0,4.5,85,RCP 4.5 2050
2038,3,9,462208.58,ACCESS1-0,4.5,65,RCP 4.5 2050
2039,7,1,233245.21,ACCESS1-0,4.5,195,RCP 4.5 2050
2039,7,9,319048.53,ACCESS1-0,4.5,186,RCP 4.5 2050
2040,2,5,46932.09,ACCESS1-0,4.5,60,RCP 4.5 2050
2040,5,1,34659.6,ACCESS1-0,4.5,140,RCP 4.5 2050
2040,7,4,41835.54,ACCESS1-0,4.5,185,RCP 4.5 2050
2041,6,4,107366.91,ACCESS1-0,4.5,176,RCP 4.5 2050
2041,7,1,80074,ACCESS1-0,4.5,202,RCP 4.5 2050
2041,7,5,92971.24,ACCESS1-0,4.5,184,RCP 4.5 2050
2042,3,10,232710.34,ACCESS1-0,4.5,64,RCP 4.5 2050
2043,6,4,184774.07,ACCESS1-0,4.5,154,RCP 4.5 2050
2043,7,6,248329.58,ACCESS1-0,4.5,208,RCP 4.5 2050
2044,5,10,116584.39,ACCESS1-0,4.5,152,RCP 4.5 2050
2044,6,10,129737.34,ACCESS1-0,4.5,153,RCP 4.5 2050
2045,4,6,267110.58,ACCESS1-0,4.5,123,RCP 4.5 2050
2045,5,4,298211.8,ACCESS1-0,4.5,132,RCP 4.5 2050
2045,5,6,289661.65,ACCESS1-0,4.5,124,RCP 4.5 2050
2046,5,10,36595.21,ACCESS1-0,4.5,144,RCP 4.5 2050
2047,5,3,29982.81,ACCESS1-0,4.5,127,RCP 4.5 2050
2047,9,2,25485.73,ACCESS1-0,4.5,265,RCP 4.5 2050
2047,11,3,25436.12,ACCESS1-0,4.5,317,RCP 4.5 2050
2048,5,3,224429.03,ACCESS1-0,4.5,127,RCP 4.5 2050
2048,7,7,311573.39,ACCESS1-0,4.5,196,RCP 4.5 2050
2049,4,5,169199.14,ACCESS1-0,4.5,113,RCP 4.5 2050
2049,6,5,204974.52,ACCESS1-0,4.5,153,RCP 4.5 2050
2050,4,1,239697.88,ACCESS1-0,4.5,106,RCP 4.5 2050
2050,4,7,298488.29,ACCESS1-0,4.5,97,RCP 4.5 2050
2050,5,2,255912.55,ACCESS1-0,4.5,138,RCP 4.5 2050
2051,3,6,185835.52,ACCESS1-0,4.5,80,RCP 4.5 2050
2051,7,4,137767.02,ACCESS1-0,4.5,198,RCP 4.5 2050
2052,5,10,256403.39,ACCESS1-0,4.5,133,RCP 4.5 2050
2053,4,10,383706.09,ACCESS1-0,4.5,116,RCP 4.5 2050
2054,5,10,41740.94,ACCESS1-0,4.5,148,RCP 4.5 2050
2054,6,10,31730.14,ACCESS1-0,4.5,152,RCP 4.5 2050
2055,6,10,101016.93,ACCESS1-0,4.5,162,RCP 4.5 2050
2056,5,10,210537.05,ACCESS1-0,4.5,150,RCP 4.5 2050
2056,6,10,170936.28,ACCESS1-0,4.5,153,RCP 4.5 2050
2057,3,2,201261.89,ACCESS1-0,4.5,79,RCP 4.5 2050
