Flow (cfs),Date,Excel Datenum,Year,Month,Day
107922,3/6/98 12:00 AM,35860,1998,3,6
67709,4/3/99 12:00 AM,36253,1999,4,3
116098,3/5/00 12:00 AM,36590,2000,3,5
117241,4/28/01 12:00 AM,37009,2001,4,28
132455,1/27/02 12:00 AM,37283,2002,1,27
98546,1/4/03 12:00 AM,37625,2003,1,4
30736,5/1/04 12:00 AM,38108,2004,5,1
97867,2/16/05 12:00 AM,38399,2005,2,16
201698,12/7/05 12:00 AM,38693,2005,12,7
27907,11/10/06 12:00 AM,39031,2006,11,10
133809,2/16/08 12:00 AM,39494,2008,2,16
75176,4/13/09 12:00 AM,39916,2009,4,13
322919,2/12/80 12:00 AM,29263,1980,2,12
376618,12/16/80 12:00 AM,29571,1980,12,16
162874,12/7/81 12:00 AM,29927,1981,12,7
66656,4/6/83 12:00 AM,30412,1983,4,6
25449,1/29/84 12:00 AM,30710,1984,1,29
560725,2/5/85 12:00 AM,31083,1985,2,5
94026,2/21/86 12:00 AM,31464,1986,2,21
155009,3/18/87 12:00 AM,31854,1987,3,18
61648,2/22/88 12:00 AM,32195,1988,2,22
48363,1/18/89 12:00 AM,32526,1989,1,18
64154,12/29/89 12:00 AM,32871,1989,12,29
92986,4/6/91 12:00 AM,33334,1991,4,6
254481,2/16/92 12:00 AM,33650,1992,2,16
228593,1/24/93 12:00 AM,33993,1993,1,24
65297,11/19/93 12:00 AM,34292,1993,11,19
80741,4/2/95 12:00 AM,34791,1995,4,2
48539,2/13/96 12:00 AM,35108,1996,2,13
229681,12/20/96 12:00 AM,35419,1996,12,20
30563,2/10/98 12:00 AM,35836,1998,2,10
59784,1/28/99 12:00 AM,36188,1999,1,28
94443,2/6/00 12:00 AM,36562,2000,2,6
90832,2/2/01 12:00 AM,36924,2001,2,2
464485,2/3/02 12:00 AM,37290,2002,2,3
173551,3/17/03 12:00 AM,37697,2003,3,17
206324,2/19/04 12:00 AM,38036,2004,2,19
73259,3/20/05 12:00 AM,38431,2005,3,20
89775,3/21/06 12:00 AM,38797,2006,3,21
66875,4/3/07 12:00 AM,39175,2007,4,3
89985,2/3/08 12:00 AM,39481,2008,2,3
338747,1/27/09 12:00 AM,39840,2009,1,27
